"Map","Name","Guid","Entry","X","Y","DistXY"
"870","Dreadspinner Egg","527137","62077","586.66","2256.34","0"
"870","Dreadspinner Egg","527141","62077","546.99","2317.85","0"
"870","Dreadspinner Egg","527153","62077","536.27","2321.18","0"
"870","Dreadspinner Egg","527154","62077","550.61","2316.32","0"
"870","Dreadspinner Egg","527174","62077","608.49","2185.71","0"
"870","Dreadspinner Egg","527186","62077","615.02","2192.91","0"
"870","Dreadspinner Egg","527191","62077","549.44","2185.89","0"
"870","Dreadspinner Egg","527361","62077","623.17","2353.28","0"
"870","Dreadspinner Egg","527363","62077","628.8","2349.31","0"
"870","Dreadspinner Egg","527368","62077","627.43","2352.69","0"
"870","Dreadspinner Egg","527381","62077","541.99","2320.99","0"
"870","Dreadspinner Egg","527435","62077","393.56","2314.58","0"
"870","Dreadspinner Egg","527439","62077","434.27","2286.63","0"
"870","Dreadspinner Egg","527440","62077","435.13","2282.96","0"
"870","Dreadspinner Egg","527441","62077","435.96","2278.85","0"
"870","Dreadspinner Egg","527442","62077","540.27","2318.63","0"
"870","Dreadspinner Egg","527444","62077","540.71","2316.04","0"
"870","Dreadspinner Hatchling","526857","62143","464.58","2280.85","0.255"
"870","Dreadspinner Hatchling","526928","62143","476.3","2284.97","0.059"
"870","Dreadspinner Hatchling","527023","62143","398.44","2310.31","0.348"
"870","Dreadspinner Tender","1123","61981","429.26","2282.42","0"
"870","Dreadspinner Tender","527149","61981","548.62","2313.52","0"
"870","Dreadspinner Tender","527162","61981","484.08","2333.37","0"
"870","Dreadspinner Tender","527403","61981","429.26","2282.42","0"
"870","Drunken Angler","518769","63882","-1496.83","-234.92","0"
"870","Duke","580406","67562","-1853.83","2302.31","0"
"870","Dusklight Initiate","521525","62204","1391.14","3157.34","0"
"870","Dusklight Initiate","523464","62204","1392.5","3379.94","0"
"870","Dusklight Initiate","523466","62204","1319.24","3413.05","0"
"870","Dusklight Initiate","523468","62204","1395.62","3395.88","0"
"870","Dusklight Initiate","523471","62204","1371.86","3372.49","0"
"870","Dusklight Initiate","523472","62204","1413.83","3166.74","0"
"870","Dusklight Initiate","523477","62204","1468.18","3212.42","0"
"870","Dusklight Initiate","523479","62204","1388.76","3323.31","0"
"870","Dusklight Initiate","523480","62204","1356.5","3284.73","0"
"870","Dusklight Initiate","523482","62204","1392.41","3270.72","0"
"870","Dusklight Initiate","523484","62204","1401.58","3205.55","0"
"870","Dusklight Initiate","523498","62204","1352.56","3245.18","0"
"870","Dusklight Initiate","523500","62204","1358.99","3249.88","0"
"870","Dusklight Initiate","523504","62204","1394.17","3354.25","0"
"870","Dusklight Initiate","523512","62204","1406.38","3251.16","0"
"870","Dusklight Initiate","523513","62204","1449.98","3247.42","0"
"870","Dusklight Initiate","523515","62204","1364.61","3250.47","0"
"870","Dusklight Initiate","523516","62204","1371.51","3244.17","0"
"870","Dusklight Initiate","523518","62204","1372.79","3252.58","0"
"870","Dusklight Ranger","523589","62123","1439.45","3566.32","0"
"870","Dusklight Ranger","523590","62123","1442.38","3566.28","0"
"870","Dusklight Ranger","523620","62123","1387.7","3576.55","0"
"870","Dusklight Ranger","523621","62123","1390.54","3577.23","0"
"870","Dusklight Ranger","523628","62123","1356.63","3571.58","0"
"870","Dusklight Skirmisher","523604","62122","1396.72","3548.81","0"
"870","Dusklight Skirmisher","523614","62122","1349.31","3572.22","0"
"870","Dusklight Skirmisher","523615","62122","1361.06","3586.63","0"
"870","Dusklight Skirmisher","523616","62122","1358.9","3561.51","0"
"870","Dusklight Skirmisher","523619","62122","1391.89","3573.27","0"
"870","Dusklight Skirmisher","523632","62122","1358.74","3565","0"
"870","Duskwing Crow","510743","64551","5195.81","126.27","0"
"870","Duskwing Crow","510745","64551","5200.89","122.9","0"
"870","Duskwing Crow","510746","64551","5209.46","185.01","0"
"870","Duskwing Crow","510748","64551","5254.2","126.23","0"
"870","Duskwing Crow","510749","64551","5233.79","221.62","0"
"870","Duskwing Crow","510769","64551","5151.31","3.71","0"
"870","Duskwing Crow","510770","64551","5148.52","7.42","0"
"870","Duskwing Crow","510776","64551","4973.7","13.38","0"
"870","Duskwing Crow","510777","64551","4979.83","11.76","0"
"870","Duskwing Crow","510793","64551","4958.46","28.18","0"
"870","Duskwing Crow","510796","64551","4894.46","113.23","0"
"870","Duskwing Crow","510819","64551","5249.73","41.4","0.442"
"870","Dusky Lory","519194","60196","-2175.01","832.26","0.207"
"870","Dusky Lory","519234","60196","-2249.7","967.48","0.45"
"870","Dustback Mushan","512194","58533","-137.15","146.6","0"
"870","Dustback Mushan","514691","58533","-1007.82","1461.21","0"
"870","Dustback Mushan","515683","58533","-968.56","2132.45","0"
"870","Dustback Mushan","515730","58424","-959.33","2209.06","0"
"870","Dustback Mushan","515732","58424","-834.66","2207.7","0"
"870","Dustback Mushan","515796","58533","-733.68","2155.81","0"
"870","Dustback Mushan","516735","58533","-984.09","1372.21","0"
"870","Dustback Mushan","517274","58533","-973.15","692.31","0"
"870","Dustback Warder","514692","65627","-1016.51","1443.26","0"
"870","Dustback Warder","515979","65627","-958.18","1435.47","0"
"870","Dwarven Mortar Team Engineer","520058","67545","-905.28","-920.43","0.273"
"870","Dwarven Mortar Tube","581086","67541","-885.16","-919.45","0"
"870","Dwarven Mortar Tube","581087","67541","-920.27","-900.29","0"
"870","Dwarven Mortar Tube","581089","67541","-881.35","-958.8","0"
"870","Dwarven Mortar Tube","581090","67541","-912.83","-1020.96","0"
"870","Dwarven Mortar Tube","581091","67541","-854.66","-883.28","0"
"870","Dwarven Mortar Tube","581093","67541","-859.23","-910.02","0"
"870","Dwarven Mortar Tube","581094","67541","-927.95","-924.37","0"
"870","Dwarven Mortar Tube","581095","67541","-923.47","-961.37","0"
"870","Dwarven Mortar Tube","581096","67541","-903.01","-962.51","0"
"870","Dwarven Mortar Tube","581097","67541","-873.42","-893.85","0"
"870","Dwarven Mortar Tube","581098","67541","-935.53","-1005.17","0"
"870","Dwarven Mortar Tube","581099","67541","-892.06","-977.48","0"
"870","Dwarven Mortar Tube","581100","67541","-904.64","-918.85","0"
"870","Dynamite Fishing Bunny ZTO/JLR","503829","59015","1061.92","-399.81","0"
"870","Dynamite Fishing Event Bunny ZTO","503753","56583","1286.14","-452.8","0"
"870","Echo of a Pandaren Monk","533682","58669","826.47","1375.31","0.182"
"870","Echo of a Pandaren Monk","533735","58669","788.81","1171.76","0"
"870","Echo of a Pandaren Monk","533737","58669","829.39","1159.24","0.15"
"870","Echo of a Pandaren Monk","534378","58669","906.81","1397.51","0.132"
"870","Echoweb Spinner","512324","64321","542.74","1245.02","0"
"870","Echoweb Spinner","512346","64321","524.66","1249.29","0"
"870","Echoweb Spinner","533734","64321","705.97","1244.12","0"
"870","Eekle Eekle","503757","56358","1285.95","-435.56","0"
"870","Egg Shell","507217","64012","1732.15","293.2","0"
"870","Elder Chi","509646","63757","4414.35","932.6","0"
"870","Elder Fisherman Rassan","518884","60673","-1425.53","-255.9","0"
"870","Elder Hou","509659","63524","4416.9","932.69","0"
"870","Elder Lin","534153","64029","886.91","322.61","0"
"870","Elder Muur","505817","66222","2936.92","-521.83","0"
"870","Elder Sage Storm-Sing","571942","57319","770.57","-2310.88","0"
"870","Elder Shiao","508374","63535","2296.9","937.83","0"
"870","Elder Tsulan","508451","63542","2137.44","1450","0"
"870","Elder Viseclaw","517214","61091","-1588.97","309.81","0"
"870","Ellie Honeypaw","505820","66848","3020.09","-599.52","0"
"870","Ellie Honeypaw","505898","66825","3319.58","-681.46","0"
"870","ELM General Purpose Bunny (All Phases)","508145","35114","2748.9","1683.43","0"
"870","ELM General Purpose Bunny (All Phases)","508158","35114","2749.61","1716.8","0"
"870","ELM General Purpose Bunny (All Phases)","511004","35114","1915.47","816.24","0"
"870","ELM General Purpose Bunny (All Phases)","511231","35114","2850.03","583.16","0"
"870","ELM General Purpose Bunny (All Phases)","511325","35114","2367.39","597.54","0"
"870","ELM General Purpose Bunny (All Phases)","511355","35114","2299.23","791.62","0"
"870","ELM General Purpose Bunny (All Phases)","511499","35114","1965.94","1637.11","0"
"870","ELM General Purpose Bunny (scale x0.01)","508377","24021","2311.84","924.79","0"
"870","ELM General Purpose Bunny (scale x0.01)","508381","24021","2312.36","921.84","0"
"870","ELM General Purpose Bunny (scale x0.01)","508382","24021","2312.44","920.08","0"
"870","ELM General Purpose Bunny (scale x0.01)","508447","24021","2128.47","1426.96","0"
"870","ELM General Purpose Bunny (scale x0.01)","508449","24021","2124.17","1428.44","0"
"870","ELM General Purpose Bunny (scale x0.01)","508464","24021","2055.49","1065.19","0"
"870","ELM General Purpose Bunny (scale x0.01)","508467","24021","2054.08","1062.89","0"
"870","ELM General Purpose Bunny (scale x0.01)","508472","24021","2053.34","1059.94","0"
"870","ELM General Purpose Bunny Gigantic (scale x6)","508688","60028","2658.86","1202.1","0"
"870","ELM General Purpose Bunny Hide Body","507191","24288","1734.8","295.6","0"
"870","ELM General Purpose Bunny Hide Body","507380","24288","1831.17","422.73","0"
"870","Emerald Lory","519195","60200","-2234.34","864.2","0"
"870","Emerald Pandaren Phoenix","534200","66972","1363.99","402.16","0"
"870","Emerald Turtle","502023","59666","659.93","-1768.83","0.173"
"870","Emerald Turtle","502079","62994","428.2","-2159.82","0"
"870","Emerald Turtle","504201","59666","2594","-2220.04","0.273"
"870","Emerald Turtle","504216","59666","2612.7","-2219.07","0.402"
"870","Emily Cole","581314","73820","-739.58","-4909.46","0"
"870","Emperor Crab","528542","63329","-1197.67","3192.91","0"
"870","Emperor Crab","528543","63329","-1198.96","3188.65","0"
"870","Emperor Crab","528544","63329","-1200.15","3192.13","0"
"870","Emperor Crab","528545","63329","-1200.81","3189.78","0"
"870","Emperor Crab","528546","63329","-1200.36","3187.21","0"
"870","Emperor Crab","528550","63329","-1197.27","3185.97","0"
"870","Emperor Crab","528551","63329","-1195.21","3188.73","0"
"870","Emperor Crab","528552","63329","-1197.7","3189.77","0"
"870","Emperor Crab","528576","63329","-1202.26","3191.08","0"
"870","Emperor Shaohao","536918","73303","-649.84","-5108.12","0.174"
"870","Emperor Tern","513802","56751","-93.33","1677.37","0.413"
"870","Enraged Enforcer","507499","60995","2424.19","254.53","0"
"870","Enraged Priest","507486","59166","2044.6","191.26","0"
"870","Enraged Spearman","507474","59165","2071.32","198.45","0"
"870","Enraged Spearman","507567","59165","2144.01","235.36","0"
"870","Enraged Tideweaver","507483","59181","2352.01","235.4","0"
"870","Enraged Tideweaver","507644","59181","2443.92","279.01","0"
"870","Enraged Tideweaver","507650","59181","2445.28","259.82","0"
"870","Enthralled Forest Prowler","502524","56286","1890.22","-337.53","0"
"870","Enthralled Forest Prowler","502546","56286","1903.22","-344.79","0"
"870","Enthralled Forest Prowler","503716","56286","1392.61","-489.42","0"
"870","Enthralled Forest Prowler","503717","56286","1394.71","-475.01","0"
"870","Enthralled Forest Prowler","503719","56286","1381.13","-477.94","0"
"870","Et'kil","524367","61540","2057.65","4858.15","0"
"870","Ethan Graveborn","505823","66430","2998.17","-541.96","0"
"870","Exchange Guard","506551","62926","776.66","-335.45","0.321"
"870","Experienced Guide","510152","60186","3575.7","1842.51","0"
"870","Experienced Guide","526321","60593","3099.57","3359.91","0"
"870","Eyan Gerdzu","502749","61861","1660.11","-1818.4","0"
"870","Eye of Ga'trul","505663","66367","-133.69","-1369.89","0"
"870","Eye of Ga'trul","505670","66367","-109.55","-1351.19","0"
"870","Eye of Ga'trul","505745","66367","-185.7","-1497.02","0"
"870","Fairlands Gazelle","535122","59024","622.58","1832.89","0"
"870","Fairlands Gazelle","535139","59024","729.05","1840.64","0"
"870","Fairlands Gazelle","535150","59024","776.47","1763.73","0"
"870","Fairlands Gazelle","535151","59024","780.87","1765.09","0"
"870","Fallsong Kai","518194","58276","-1326.2","1558.62","0.488"
"870","Farmer Chow","508490","59573","2038.73","1069.55","0"
"870","Farmer Nishi","515164","66734","-47.16","871.1","0"
"870","Farmhand Bo","508394","63754","2109.01","1473.51","0"
"870","Farmhand Dooka","1041","64011","1561.5","954.55","0"
"870","Farmhand Dooka","535319","64011","1561.5","954.55","0"
"870","Farmhand Ko","508376","63751","2303.96","925.59","0"
"870","Farmstead Slave","508482","59577","1981.69","966.12","0"
"870","Farmstead Slave","508484","59577","1930.69","998.76","0"
"870","Farmstead Slave","508494","59577","1940.52","1034.56","0"
"870","Farmstead Slave","508495","59577","1933.01","990.14","0"
"870","Farmstead Slave","508496","59577","1931.26","993.99","0"
"870","Farmstead Slave","508504","59577","1942.43","1026.95","0"
"870","Farmstead Slave","508511","59577","1937.89","1032.08","0"
"870","Farmstead Slave","508516","59577","1889.67","1188.99","0"
"870","Farmstead Slave","508517","59577","1891","1190.72","0"
"870","Farmstead Slave","508522","59577","1855.47","1191.66","0"
"870","Farmstead Slave","508524","59577","1857.62","1188.38","0"
"870","Farmstead Slave","508525","59577","1861.13","1186.84","0"
"870","Farmstead Slave","508526","59577","1883.7","1190.65","0"
"870","Farraki Assassin","509531","66570","4716.9","933.35","0"
"870","Farraki Assassin","509559","66570","4765.23","933.48","0"
"870","Farraki Assassin","509628","66570","4748.27","899.32","0"
"870","Farwatch Hawkmaster","521434","62126","1307.66","4238.61","0"
"870","Farwatch Hawkmaster","523637","62126","1600.09","3898.65","0"
"870","Farwatch Hawkmaster","523646","62126","1621.49","3996.66","0"
"870","Farwatch Hawkmaster","523653","62126","1512.57","3982.54","0.155"
"870","Farwatch Hawkmaster","523656","62126","1533.57","4003.04","0"
"870","Farwatch Hawkmaster","523681","62126","1358.02","4212.08","0"
"870","Farwatch Hawkmaster","523708","62126","1330.56","4081.84","0.206"
"870","Farwatch Hawkmaster","523711","62126","1308.32","4135.88","0"
"870","Farwatch Hawkmaster","523715","62126","1325.51","4121.54","0"
"870","Farwatch Hawkmaster","523716","62126","1326.19","4092.68","0"
"870","Farwatch Hawkmaster","523719","62126","1346.83","4078.32","0.486"
"870","Farwatch Hawkmaster","523720","62126","1358.55","4088.77","0.313"
"870","Farwatch Hawkmaster","523726","62126","1386.63","4066.83","0"
"870","Farwatch Hawkmaster","523737","62126","1323.42","4207.8","0"
"870","Farwatch Hawkmaster","523742","62126","1343.18","4181.66","0.24"
"870","Farwatch Hawkmaster","523748","62126","1248.85","4142.75","0"
"870","Farwatch Hawkmaster","523756","62126","1239.9","4137.96","0.225"
"870","Farwatch Hawkmaster","523766","62126","1236.81","4216.31","0"
"870","Farwatch Hawkmaster","523771","62126","1291.77","4138.97","0"
"870","Farwatch Hawkmaster","523782","62126","1277.47","4201.99","0"
"870","Farwatch Hawkmaster","523789","62126","1267.53","4155.27","0"
"870","Farwatch Hawkmaster","523792","62126","1275.66","4160.77","0"
"870","Farwatch Landing Controller","523713","62248","1319.78","4122.19","0"
"870","Farwatch Landing Controller","523745","62248","1388.43","4082.65","0"
"870","Farwatch Landing Controller","523791","62248","1271.45","4154.2","0"
"870","Farwatch Marksman","521438","62125","1659.83","3943.61","0"
"870","Farwatch Marksman","521444","62125","1482.14","3946","0"
"870","Farwatch Marksman","521454","62125","1673.13","4010.58","0"
"870","Farwatch Marksman","523636","62125","1569.42","3877.18","0"
"870","Farwatch Marksman","523649","62125","1532.33","3939.88","0"
"870","Farwatch Marksman","523650","62125","1552.85","3999.41","0"
"870","Farwatch Marksman","523654","62125","1533.79","3942.67","0"
"870","Farwatch Marksman","523706","62125","1346.75","4086.05","0"
"870","Farwatch Marksman","523707","62125","1334.68","4086.58","0"
"870","Farwatch Marksman","523712","62125","1314.26","4138.72","0"
"870","Farwatch Marksman","523718","62125","1333.92","4097.62","0"
"870","Farwatch Marksman","523722","62125","1422.72","4092.6","0"
"870","Farwatch Marksman","523735","62125","1381.49","4131.83","0"
"870","Farwatch Marksman","523739","62125","1358.41","4186.89","0"
"870","Farwatch Marksman","523740","62125","1358.19","4174.75","0.3"
"870","Farwatch Marksman","523747","62125","1233.77","4124.13","0"
"870","Farwatch Marksman","523749","62125","1231.85","4118.46","0"
"870","Farwatch Marksman","523757","62125","1242.88","4146.63","0"
"870","Farwatch Marksman","523781","62125","1280.39","4205.54","0"
"870","Farwatch Marksman","523790","62125","1270.51","4163.9","0"
"870","Fear-Stricken Sentinel","503820","62277","1125.98","-384.4","0"
"870","Fearsome Jang","511816","64974","4032.93","1692.56","0"
"870","Feather Keeper Li","519457","65189","-2084.21","1488","0"
"870","Fela Woodear","504553","57313","709.61","-2358.99","0"
"870","Felstorm Warlock","505711","66270","-114.37","-1454.83","0"
"870","Felstorm Warlock","505716","66270","-116.49","-1525.56","0"
"870","Felstorm Warlock","505717","66270","-129.8","-1540.93","0"
"870","Felstorm Warlock","505720","66270","-59.33","-1503.48","0"
"870","Felstorm Warlock","505724","66270","-87.45","-1482.52","0"
"870","Felstorm Warlock","505778","66270","-138.19","-1571.67","0"
"870","Feng Spadepaw","513549","57121","-362.31","2175.09","0"
"870","Feverbite Hatchling","518231","58882","-1471.85","2100.99","0.145"
"870","Feverbite Hatchling","518239","58882","-1557.21","2137.97","0"
"870","Feverbite Hatchling","518240","58882","-1563.75","2142.72","0"
"870","Feverbite Hatchling","518246","58882","-1480.8","2105.82","0.199"
"870","Feverbite Hatchling","518252","58882","-1480.03","2112.08","0.101"
"870","Feverbite Hatchling","518264","58882","-1563.34","2137.16","0.489"
"870","Feverbite Hatchling","518363","58882","-1486.98","2128.65","0.276"
"870","Feverbite Hatchling","518365","58882","-1523.8","2175.02","0"
"870","Feverbite Hatchling","518382","58882","-1484.25","2145.2","0.444"
"870","Feverbite Hatchling","518405","58882","-1576.22","2024.61","0.193"
"870","Feverbite Hatchling","518418","58882","-1570.71","2020.48","0.19"
"870","Feverbite Hatchling","520385","58882","-1602.39","2086.25","0.473"
"870","Field Hand","515055","59647","304.01","664.38","0"
"870","Field Hand","515078","59647","374.71","732.29","0"
"870","Field Hand","515081","59647","343.08","767.05","0"
"870","Field Hand","515090","59647","310.21","822.91","0"
"870","Field Hand","515092","59647","282.12","788.78","0"
"870","Field Hand","515096","59647","-80.86","872.08","0"
"870","Field Hand","515114","59647","-69.36","984.46","0"
"870","Field Hand","515148","59647","-50.5","885.64","0"
"870","Field Hand","515154","59647","-78.25","870.77","0"
"870","Field Hand","515176","59647","-113.91","968.85","0"
"870","Field Hand","515183","59647","-49.95","947.28","0"
"870","Field Hand","515185","59647","-65.04","946.56","0"
"870","Field Hand","515196","59647","249.79","1170.75","0"
"870","Field Hand","515206","59647","149.32","1324.82","0"
"870","Field Hand","515210","59647","109.02","1314.66","0"
"870","Field Hand","515213","59647","247.68","1258.02","0"
"870","Field Hand","515223","59647","289.3","1152.12","0"
"870","Field Hand","515226","59647","234.87","1239.86","0"
"870","Field Hand","515227","59647","271.91","1169.26","0"
"870","Field Hand","515249","59647","-138.35","1233.04","0"
"870","Field Hand","515261","59647","14.47","1352.35","0"
"870","Field Hand","515264","59647","-20.76","1292.65","0"
"870","Field Hand","515265","59647","37.8","1325.62","0"
"870","Field Hand","515267","59647","44.1","1321.56","0"
"870","Field Hand","515287","59647","-240.65","1396.39","0"
"870","Field Hand","515312","59647","-183.49","1401.49","0"
"870","Field Hand","515397","59647","-354.37","1399.32","0"
"870","Field Hand","515417","59647","-188.04","1386.98","0"
"870","Field Hand","515418","59647","-186.19","1389.39","0"
"870","Field Hand","515453","59647","-311.63","987","0"
"870","Field Hand","515455","59647","-254.71","994.92","0"
"870","Field Hand","515485","59647","-265.15","1101.34","0"
"870","Field Hand","515490","59647","-246.79","1068.02","0"
"870","Field Hand","515501","59647","-269.13","1013.72","0"
"870","Field Hand","515504","59647","-285.9","1043.74","0"
"870","Fieldwatcher Mao","505819","66235","3025.1","-592.4","0"
"870","Finding Kovok - Effects Bunny","528775","64253","-1122.67","3923.16","0"
"870","Finding Kovok - Effects Bunny","528790","64253","-1124.89","3931.3","0"
"870","Finding Kovok - Effects Bunny","528791","64253","-1127.53","3927.36","0"
"870","Finding Kovok - Effects Bunny","528804","64253","-1130.29","3923.25","0"
"870","Finding Kovok - Effects Bunny","528811","64253","-1132.45","3930.79","0"
"870","Fine Leather Journal","501023","55155","-549.22","-2039.13","0.388"
"870","Fire Bunny","509564","63672","4711.39","1027.09","0"
"870","Fire Bunny","509575","63672","4690.31","1071.98","0"
"870","Fire Bunny","509592","63672","4706.59","1021.58","0"
"870","Fire Bunny","509593","63672","4713.06","1032.21","0"
"870","Fire Bunny","509600","63672","4703.83","1085.23","0"
"870","Fire Bunny","509601","63672","4702.73","1075.86","0"
"870","Fire Spirit","533981","67005","928.41","336.86","0"
"870","Fire Spirit","533982","67005","931.96","338.74","0"
"870","Fire Spirit","535222","67005","1581.99","918.42","0"
"870","Fish Fellreed","516400","58705","310.28","1041.28","0"
"870","Fish Fellreed","536898","73049","-686.16","-5101.58","0.46"
"870","Fisherman Haito","518745","59584","-1523.95","-236.08","0"
"870","Fishgorged Crane","536547","72095","-1108.58","-5140.36","0.352"
"870","Fixxul Lonelyheart","505780","66281","-150.73","-1561.86","0.063"
"870","Fiznix","518758","60136","-1503.7","-215.26","0"
"870","Flailing Carp","519066","60367","-2792.03","667.49","0.059"
"870","Flame Spout","506690","61794","3635.39","1807.29","0"
"870","Flame Spout","506806","61794","3632.76","1782.17","0"
"870","Flame Spout","506809","61794","3569.98","1638.19","0"
"870","Flame Spout","506814","61794","3638.14","1650.22","0"
"870","Flame Spout","506815","61794","3625.01","1639.16","0"
"870","Flame Spout","506826","61794","3613.44","1646.67","0"
"870","Flame Spout","506828","61794","3648.42","1694.66","0"
"870","Flame Spout","506829","61794","3615.17","1728.56","0"
"870","Flame Spout","506831","61794","3608.3","1784.29","0"
"870","Flame Spout","506833","61794","3610.79","1809.44","0"
"870","Flame Spout","506834","61794","3621.86","1795.87","0"
"870","Flame Spout","506836","61794","3577.72","1656.28","0"
"870","Flame Spout","506837","61794","3601.57","1647.7","0"
"870","Flame Spout","506840","61794","3569.04","1695.79","0"
"870","Flame Spout","506841","61794","3646.7","1675.4","0"
"870","Flame Spout","506843","61794","3573.46","1675.8","0"
"870","Flame Spout","510209","61794","3604.97","1622.03","0"
"870","Flare Bunny","503589","63768","1731.48","-708.51","0"
"870","Flare Bunny","503592","63768","1721.38","-701.01","0"
"870","Flare Bunny","503607","63768","1714.93","-714.61","0"
"870","Flare Bunny","503613","63768","1725.2","-720.02","0"
"870","Flies in Fort Grookin","503737","58996","1359.92","-497.81","0"
"870","Flies in Fort Grookin","503740","58996","1375.27","-431.19","0"
"870","Flies in Fort Grookin","503747","58996","1380.02","-408.06","0"
"870","Flies in Fort Grookin","503748","58996","1326.62","-427.45","0"
"870","Flies in Fort Grookin","503749","58996","1351.98","-525.87","0"
"870","Fo Fook","518802","60675","-1396.24","-202.15","0"
"870","Foreman Mann","504008","56346","2394.14","-2105.36","0"
"870","Forest Prowler","502459","56272","2099.63","-611.6","0"
"870","Forest Prowler","503533","56272","1613.53","-849.33","0"
"870","Four Winds Clifftop","514598","57456","-932.36","667.49","0"
"870","Four Winds Trader","506573","67058","702.74","-115.76","0.309"
"870","Francis the Shepherd Boy","512809","56208","234.85","-386.99","0"
"870","Freed Farmhand","508375","59690","2308.14","926","0"
"870","Freed Farmhand","508378","59690","2306.92","924.44","0"
"870","Freed Farmhand","508386","59690","2311.32","916.13","0"
"870","Freed Farmhand","508399","59690","2117.24","1478.91","0"
"870","Freed Farmhand","508400","59690","2119.52","1480.89","0"
"870","Freed Farmhand","508412","59690","2104.84","1476.06","0"
"870","Freed Farmhand","508413","59690","2105.05","1478.89","0"
"870","Frightened Mushan","526343","62760","673.11","3620.69","0"
"870","Frightened Mushan","527675","62760","885.92","3341.85","0"
"870","Frightened Mushan","527676","62760","887.65","3357.24","0"
"870","Gai Lan","515133","57385","-257.54","1164.85","0"
"870","Gai-Cho Earthtalker","525352","62553","3001.57","3518.13","0"
"870","Gai-Cho Earthtalker","525353","62553","3003.44","3508.96","0"
"870","Gai-Cho Earthtalker","525356","62553","2863.74","3485.65","0"
"870","Gai-Cho Earthtalker","525363","62553","2872.03","3524.49","0"
"870","Gai-Cho Earthtalker","525368","62553","2949.38","3587.18","0"
"870","Gai-Cho Earthtalker","525370","62553","2973.06","3575.19","0"
"870","Gai-Cho Earthtalker","525379","62553","2916.01","3492.71","0"
"870","Gai-Cho Earthtalker","525380","62553","2972.14","3511.62","0"
"870","Gai-Cho Earthtalker","525382","62553","2833.83","3508.75","0"
"870","Gai-Cho Earthtalker","525398","62553","2893.74","3438.99","0"
"870","Gai-Cho Earthtalker","525404","62553","2985.9","3456.15","0"
"870","Gai-Cho Earthtalker","525405","62553","2971.91","3458.32","0"
"870","Gai-Cho Pitchthrower","525360","62608","2891.92","3506.03","0"
"870","Gai-Cho Pitchthrower","525361","62608","2875.18","3520.45","0"
"870","Gai-Cho Pitchthrower","525371","62608","2992.7","3543.9","0"
"870","Gai-Cho Pitchthrower","525381","62608","2863.25","3474.22","0"
"870","Gai-Cho Pitchthrower","525383","62608","2840.23","3512.19","0"
"870","Gai-Cho Pitchthrower","525384","62608","2843.7","3488.84","0"
"870","Gai-Cho Pitchthrower","525395","62608","2954.25","3413.99","0"
"870","Gai-Cho Pitchthrower","525397","62608","2886.61","3444.45","0"
"870","Gai-Cho Pitchthrower","525403","62608","2992.27","3465.47","0"
"870","Gai-Cho Yaungol","525355","62552","2970.04","3508.24","0"
"870","Gai-Cho Yaungol","525357","62552","2913.9","3503.73","0"
"870","Gai-Cho Yaungol","525358","62552","2987.01","3571.19","0"
"870","Gai-Cho Yaungol","525359","62552","2891.4","3512.53","0"
"870","Gai-Cho Yaungol","525364","62552","2986.51","3530.64","0"
"870","Gai-Cho Yaungol","525366","62552","2953.03","3588.09","0"
"870","Gai-Cho Yaungol","525374","62552","2902.82","3556.39","0"
"870","Gai-Cho Yaungol","525375","62552","2907.62","3554.34","0"
"870","Gai-Cho Yaungol","525385","62552","2838.14","3485.51","0"
"870","Gai-Cho Yaungol","525396","62552","2884.46","3452.75","0"
"870","Gai-Cho Yaungol","525402","62552","3006.14","3502.82","0"
"870","Gai-Cho Yaungol","525406","62552","2952.74","3424.8","0"
"870","Gao-Ran Blackguard","521565","61083","1475.71","2774.9","0"
"870","Gao-Ran Blackguard","522911","61017","1332.89","2869.57","0"
"870","Gao-Ran Blackguard","522943","61083","1433.02","2807.36","0"
"870","Gao-Ran Blackguard","522945","61083","1398.88","2782.01","0.21"
"870","Gao-Ran Blackguard","522946","61083","1392.24","2775.89","0.305"
"870","Gao-Ran Blackguard","522975","61082","1411.12","2739.03","0"
"870","Gao-Ran Blackguard","522988","61083","1407.45","2682.92","0"
"870","Gao-Ran Blackguard","522993","61083","1395.33","2682.57","0"
"870","Gao-Ran Blackguard","522998","61082","1397.91","2623.5","0"
"870","Gao-Ran Blackguard","523023","61082","1345.08","2725.4","0"
"870","Gao-Ran Blackguard","523179","61017","1367.15","2548.62","0"
"870","Gao-Ran Blackguard","523180","61017","1352.66","2564.23","0"
"870","Gao-Ran Cannoneer","522898","61702","1290.96","2778.68","0"
"870","Gao-Ran Cannoneer","522899","61702","1316.63","2781.68","0"
"870","Gao-Ran Cannoneer","522913","61702","1281.77","2838.16","0"
"870","Gao-Ran Cannoneer","522918","61702","1322.15","2786.81","0"
"870","Gao-Ran Cannoneer","522938","61702","1284.01","2772.27","0"
"870","Gao-Ran Cannoneer","522941","61702","1343.95","2746.1","0"
"870","Gao-Ran Cannoneer","522951","61702","1361.17","2831.5","0"
"870","Gao-Ran Cannoneer","522963","61702","1360.41","2823.75","0"
"870","Gao-Ran Cannoneer","522966","61702","1337.8","2831.4","0"
"870","Gao-Ran Cannoneer","522967","61702","1338.08","2841.08","0"
"870","Gao-Ran Cannoneer","522974","61702","1342.98","2846.84","0"
