"Reason","Map","Name","DeleteGuid","KeepGuid","Entry","X","Y","DistXY","VendorItems"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","296769","296856","53388","1186.21","423.48","0.279","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","296775","297160","53388","1209.57","370.66","1.03","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","296778","296865","53388","1212.5","278.69","0.66","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","296784","296914","53388","1194.52","423.64","0.683","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","296791","297214","53388","1141.66","277.93","1.055","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","296800","296929","53388","1122.28","295.67","0.501","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","296803","297479","53388","1170.36","331.27","1.018","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","296809","296975","53388","1170.56","386.24","0.793","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","296820","297515","53388","1183.97","392.68","0.19","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","296821","296840","53388","1184.98","425.3","0.562","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","296834","296878","53388","1212.17","276.68","0.678","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","296837","297365","53388","1188.38","422.8","0.817","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","296839","297590","53388","1181.83","424.27","1.004","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","296840","297196","53388","1185.14","425.83","1.08","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","296850","297100","53388","1186.14","424.5","1.029","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","296851","296964","53388","1210.96","373.77","0.854","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","296853","296997","53388","1158.48","342.76","0.78","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","296856","297100","53388","1186.4","423.27","0.313","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","296859","297432","53388","1167.86","426.31","1.098","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","296860","297203","53388","1164.74","341.89","0.86","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","296861","297426","53388","1162.68","343.96","0.971","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","296863","297160","53388","1208.18","371.14","0.73","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","296864","297026","53388","1203.15","271.19","1.001","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","296865","296934","53388","1212.72","279.31","1.009","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","296867","297549","53388","1208.66","362.95","0.63","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","296869","297102","53388","1211.38","371.01","0.477","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","296873","297208","53388","1195.32","419.17","0.363","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","296877","297329","53388","1137.81","311.09","1.16","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","296878","297572","53388","1211.5","276.79","1.03","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","296882","296959","53388","1190.15","428.09","0.985","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","296883","297217","53388","1202.87","332.41","0.971","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","296890","297114","53388","1053.79","373.6","0.327","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","296897","297350","53388","1201.5","270.05","0.64","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","296899","297005","53388","1190.04","426.2","0.149","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","296905","297293","53388","1050.76","368.74","0.953","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","296912","297307","53388","1208.42","366.61","0.732","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","296913","297218","53388","1208.06","374.19","0.642","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","296915","297388","53388","1208.54","274.28","1.067","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","296919","297368","53388","1207.82","278.54","0.514","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","296921","297170","53388","1147.07","273.39","0.292","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","296931","297381","53388","1145.69","278.09","0.524","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","296933","297272","53388","1211.63","280.96","0.994","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","296934","297337","53388","1211.99","278.61","0.871","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","296937","297258","53388","1153.91","428.14","0.188","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","296943","296961","53388","1187.61","424.94","1.217","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","296957","297084","53388","1167.43","397.14","0.62","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","296959","297197","53388","1189.47","427.38","1.149","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","296960","297131","53388","1026.94","393.57","1.084","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","296961","297197","53388","1188.58","425.68","0.867","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","296970","297621","53388","1149.76","352.41","1.216","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","296973","297376","53388","1191.17","390.73","1.025","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","296981","297093","53388","1148.1","273.04","0.254","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","296985","297421","53388","1211.96","287.82","0.205","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","296990","297579","53388","1218.76","350.74","0.373","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","296994","297329","53388","1136.7","311.76","0.382","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","296997","297357","53388","1158.63","342","0.702","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","296998","297407","53388","1162.42","342.01","0.548","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297009","297360","53388","1119.47","277.8","0.48","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297014","297079","53388","1212.71","276.11","0.27","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297015","297384","53388","1211.62","368.65","1.15","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297021","297528","53388","1175.23","360","0.961","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297026","297301","53388","1202.6","270.36","0.936","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297027","297131","53388","1027.05","391.9","1.12","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297038","297331","53388","1169.5","307.99","0.991","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297042","297255","53388","1162.21","365.87","1.099","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297045","297470","53388","1201.85","378.02","0.551","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297050","297243","53388","1154.91","428.45","0.461","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297053","297355","53388","1172.68","384.98","0.937","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297057","297568","53388","1152.15","284.22","0.862","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297062","297421","53388","1212.97","287.03","1.296","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297063","297270","53388","1213.85","280.2","0.551","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297070","297218","53388","1206.53","373.71","1.212","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297078","297241","53388","1214.63","282.4","0.665","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297086","297255","53388","1160.99","364.65","0.674","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297093","297584","53388","1148.35","273.08","0.376","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297100","297259","53388","1186.54","423.55","0.753","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297111","297448","53388","1214.34","354.76","0.952","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297130","297156","53388","1199.67","389.26","0.438","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297135","297388","53388","1206.89","274.35","0.834","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297138","297389","53388","1207.47","275.88","0.237","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297155","297610","53388","1142.07","347.03","0.783","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297160","297240","53388","1208.86","371.41","0.934","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297175","297504","53388","1202.56","364.2","0.637","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297186","297499","53388","1181.4","324.47","0.896","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297191","297204","53388","1160.97","342.01","0.779","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297195","297240","53388","1209.03","372.85","0.56","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297197","297273","53388","1188.69","426.54","0.662","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297204","297237","53388","1160.6","341.33","0.813","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297212","297463","53388","1133.96","317.71","0.765","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297218","297239","53388","1207.48","374.46","0.775","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297226","297291","53388","1161.02","371.29","0.905","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297230","297606","53388","1019.81","357.51","1.191","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297237","297349","53388","1161.07","340.66","1.078","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297241","297303","53388","1214.38","281.79","0.649","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297242","297372","53388","1190.49","416.49","0.501","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297243","297595","53388","1155.37","428.42","0.526","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297251","297523","53388","1208.4","371","0.509","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297259","297409","53388","1187.29","423.62","0.613","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297266","297387","53388","1186.68","425.32","0.533","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297270","297303","53388","1214.06","280.71","0.58","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297273","297438","53388","1188.16","426.14","0.927","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297274","297392","53388","1189.74","427.84","0.971","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297301","297350","53388","1202.29","271.24","0.897","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297307","297529","53388","1208.58","367.33","0.53","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297332","297568","53388","1153.51","284.4","0.563","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297337","297535","53388","1211.56","279.37","0.427","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297339","297590","53388","1182.94","423.88","1.126","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297342","297418","53388","1213.15","359.57","0.463","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297343","297359","53388","1212.6","374.38","0.998","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297348","297378","53388","1202.97","334.19","0.595","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297357","297396","53388","1159.17","342.44","0.333","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297366","297540","53388","1188.43","430.09","0.34","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297370","297604","53388","1202.07","368.18","0.783","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297381","297435","53388","1145.25","278.38","0.958","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297387","297652","53388","1186.45","424.83","0.876","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297392","297588","53388","1188.77","427.8","0.95","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297396","297534","53388","1159.5","342.49","0.956","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297407","297426","53388","1162.5","342.55","0.736","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297408","297585","53388","1169.87","382.21","0.818","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297416","297636","53388","1191.26","423.4","0.69","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297419","297605","53388","1206.6","375.07","0.519","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297425","297430","53388","1164.94","343.19","0.532","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297426","297431","53388","1162.11","343.17","0.946","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297438","297652","53388","1187.63","425.38","0.599","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297449","297648","53388","1184.19","423.24","0.622","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297462","297570","53388","1114.72","311.05","0.385","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297465","297497","53388","1162.56","305.28","1.332","0"
"same_entry_stack","861","Ember Pool Pulse Pre-Load","297480","297628","53388","1190.58","420.71","0.557","0"
"same_entry_stack","861","Enraged Magma Hound","2699","318870","53470","674.91","-441.12","0","0"
"same_entry_stack","861","Flame Spout Target Bunny","302266","302290","53005","1182.77","141.2","0.146","0"
"same_entry_stack","861","Flame Spout Target Bunny","302267","302279","53005","1188.69","143.13","0.552","0"
"same_entry_stack","861","Flame Spout Target Bunny","302272","302279","53005","1187.66","143.42","0.587","0"
"same_entry_stack","861","Flame Spout Target Bunny","302285","302289","53005","1184.62","144.28","0.291","0"
"same_entry_stack","861","Flame Spout Target Bunny","302287","302292","53005","1187.9","145.87","0.898","0"
"same_entry_stack","861","Flamewaker Cauterizer","2608","305622","53309","833.05","-561.53","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","2613","305714","53309","832.29","-526.38","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","2627","305581","53309","662.81","-557.06","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","2632","305633","53309","705.97","-536.84","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","2654","305749","53309","695.46","-501.92","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","2655","305751","53309","701.6","-501.56","0.099","0"
"same_entry_stack","861","Flamewaker Cauterizer","2661","305752","53309","699.32","-498.74","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","2664","305647","53309","656.43","-494.74","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","2665","305755","53309","703.7","-494.81","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","2673","305744","53309","685.34","-475.4","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","2674","305745","53309","679.38","-474.77","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","2677","305960","53309","767.67","-499.45","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","2679","305844","53309","775.3","-501.33","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","2680","305642","53309","601.61","-485.07","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","2681","305846","53309","772.21","-497.77","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","2684","305848","53309","779.78","-499.3","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","2689","305628","53309","619.51","-471.11","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","2700","2994","53309","703.57","-448.89","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","2705","305843","53309","751.62","-452.43","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","2706","305839","53309","748.16","-449.22","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","2720","305952","53309","653.84","-402.26","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","2725","305711","53309","799.49","-481.23","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","2729","305692","53309","788.32","-455.89","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","2731","305658","53309","721.06","-405.52","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","2743","305963","53309","823.3","-497.52","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","2746","305816","53309","826.81","-493.72","0.001","0"
"same_entry_stack","861","Flamewaker Cauterizer","2748","305817","53309","829.89","-497.55","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","2749","305770","53309","823.78","-468.52","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","2754","305773","53309","828.62","-468.89","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","2758","305775","53309","829.09","-461.43","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","2759","305851","53309","839.26","-492.45","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","2763","305778","53309","834.82","-461.63","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","2765","306040","53309","734.28","-350.33","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","2768","305942","53309","734.58","-344.75","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","2769","305925","53309","739.68","-345.83","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","2770","306041","53309","744.74","-343.47","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","2774","305677","53309","863.57","-509.42","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","2776","305975","53309","856.81","-456.75","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","2782","305944","53309","760.23","-335.61","0.186","0"
"same_entry_stack","861","Flamewaker Cauterizer","2786","305698","53309","863.41","-451.23","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","2796","305722","53309","881.04","-486.78","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","2802","305891","53309","863.39","-396.31","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","2804","305890","53309","868.64","-395.66","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","2805","305889","53309","867.89","-389.61","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","2815","305892","53309","879.43","-382.33","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","2820","305720","53309","880.76","-375.89","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","2823","305724","53309","886.22","-380.97","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","2840","305672","53309","753.76","-255.11","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","2853","306036","53309","777.58","-207.12","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","2856","305992","53309","834.21","-238.02","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","2858","305867","53309","835.22","-248.28","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","2861","305907","53309","792.35","-224.89","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","2865","305995","53309","835.84","-233.07","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","2866","305994","53309","833.1","-226.63","0.035","0"
"same_entry_stack","861","Flamewaker Cauterizer","2870","305813","53309","778.93","-201.34","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","2893","305829","53309","836.87","-194","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","2896","305929","53309","843.02","-192.84","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","2932","305801","53309","774.02","-263.53","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","2962","305950","53309","680.31","-390.2","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","2963","305947","53309","678.26","-383.38","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","3018","305774","53309","828.92","-465.28","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","3021","305771","53309","823.93","-464.91","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","3035","305781","53309","865.02","-472.26","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","3036","305854","53309","858.59","-476.53","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","3037","305853","53309","856.57","-480.92","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","3062","305686","53309","910.13","-444.28","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","3063","305688","53309","882.86","-441.31","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","305802","306077","53309","775.59","-258.75","0","0"
"same_entry_stack","861","Flamewaker Cauterizer","305890","306061","53309","868.64","-395.66","0.115","0"
"same_entry_stack","861","Flamewaker Cauterizer","305944","305946","53309","760.09","-335.72","0.935","0"
"same_entry_stack","861","Flamewaker Centurion","2609","305623","53308","814.25","-547.85","0","0"
"same_entry_stack","861","Flamewaker Centurion","2619","305577","53308","657.09","-567.29","0","0"
"same_entry_stack","861","Flamewaker Centurion","2626","305580","53308","666.39","-557.65","0","0"
"same_entry_stack","861","Flamewaker Centurion","2630","305573","53308","712.85","-540.64","0","0"
"same_entry_stack","861","Flamewaker Centurion","2633","305644","53308","710.79","-536.4","0","0"
"same_entry_stack","861","Flamewaker Centurion","2640","305730","53308","729.48","-516.45","0","0"
"same_entry_stack","861","Flamewaker Centurion","2641","305731","53308","725.27","-512.14","0","0"
"same_entry_stack","861","Flamewaker Centurion","2642","305728","53308","733.88","-512","0","0"
"same_entry_stack","861","Flamewaker Centurion","2646","305614","53308","591.2","-540.68","0","0"
"same_entry_stack","861","Flamewaker Centurion","2648","305612","53308","651.16","-509.87","0","0"
"same_entry_stack","861","Flamewaker Centurion","2652","305748","53308","697.84","-504.64","0","0"
"same_entry_stack","861","Flamewaker Centurion","2653","305641","53308","645.72","-504.26","0","0"
"same_entry_stack","861","Flamewaker Centurion","2658","305750","53308","692.8","-499.14","0","0"
"same_entry_stack","861","Flamewaker Centurion","2659","305729","53308","729.18","-508.24","0","0"
"same_entry_stack","861","Flamewaker Centurion","2662","305754","53308","706.11","-497.53","0","0"
"same_entry_stack","861","Flamewaker Centurion","2663","305753","53308","696.78","-495.85","0","0"
"same_entry_stack","861","Flamewaker Centurion","2666","305756","53308","701.05","-492.03","0","0"
"same_entry_stack","861","Flamewaker Centurion","2676","305631","53308","587.71","-496","0","0"
"same_entry_stack","861","Flamewaker Centurion","2695","2996","53308","701.71","-454.58","0","0"
"same_entry_stack","861","Flamewaker Centurion","2696","305663","53308","706.44","-453.46","0","0"
"same_entry_stack","861","Flamewaker Centurion","2703","305841","53308","743.84","-451.37","0","0"
"same_entry_stack","861","Flamewaker Centurion","2710","305667","53308","714.67","-434.49","0","0"
"same_entry_stack","861","Flamewaker Centurion","2715","305664","53308","714.99","-425.89","0","0"
"same_entry_stack","861","Flamewaker Centurion","2724","305693","53308","773.44","-453.05","0","0"
"same_entry_stack","861","Flamewaker Centurion","2726","305928","53308","658.37","-398.3","0","0"
"same_entry_stack","861","Flamewaker Centurion","2728","305926","53308","654.16","-393.67","0","0"
"same_entry_stack","861","Flamewaker Centurion","2732","305799","53308","680.31","-390.2","0","0"
"same_entry_stack","861","Flamewaker Centurion","2734","305797","53308","683.74","-385.1","0","0"
"same_entry_stack","861","Flamewaker Centurion","2735","305798","53308","678.26","-383.38","0","0"
"same_entry_stack","861","Flamewaker Centurion","2739","305669","53308","793.29","-452.09","0","0"
"same_entry_stack","861","Flamewaker Centurion","2740","305679","53308","796.86","-456.94","0","0"
"same_entry_stack","861","Flamewaker Centurion","2745","305820","53308","824.06","-489.34","0","0"
"same_entry_stack","861","Flamewaker Centurion","2750","3027","53308","830.64","-489.38","0","0"
"same_entry_stack","861","Flamewaker Centurion","2752","305772","53308","823.95","-461.06","0","0"
"same_entry_stack","861","Flamewaker Centurion","2753","3029","53308","833.39","-493.76","0","0"
"same_entry_stack","861","Flamewaker Centurion","2755","3031","53308","836.16","-496.59","0","0"
"same_entry_stack","861","Flamewaker Centurion","2757","3026","53308","836.07","-488.37","0","0"
"same_entry_stack","861","Flamewaker Centurion","2761","305776","53308","834.67","-469.1","0","0"
"same_entry_stack","861","Flamewaker Centurion","2764","305916","53308","728.51","-348.19","0","0"
"same_entry_stack","861","Flamewaker Centurion","2777","3034","53308","863.29","-476.85","0","0"
"same_entry_stack","861","Flamewaker Centurion","2778","305709","53308","857.43","-450.52","0","0"
"same_entry_stack","861","Flamewaker Centurion","2788","305783","53308","871.86","-470.86","0","0"
"same_entry_stack","861","Flamewaker Centurion","2789","305782","53308","874.95","-465.46","0","0"
"same_entry_stack","861","Flamewaker Centurion","2793","305678","53308","876.49","-513.5","0","0"
"same_entry_stack","861","Flamewaker Centurion","2795","305973","53308","880.67","-463.64","0","0"
"same_entry_stack","861","Flamewaker Centurion","2808","305701","53308","893.33","-434.13","0","0"
"same_entry_stack","861","Flamewaker Centurion","2810","305699","53308","897.97","-431.68","0","0"
"same_entry_stack","861","Flamewaker Centurion","2817","305685","53308","907.04","-440.99","0","0"
"same_entry_stack","861","Flamewaker Centurion","2825","305940","53308","774.24","-280.43","0","0"
"same_entry_stack","861","Flamewaker Centurion","2854","306046","53308","830.33","-232.16","0","0"
"same_entry_stack","861","Flamewaker Centurion","2857","305868","53308","836","-243.31","0.001","0"
"same_entry_stack","861","Flamewaker Centurion","2867","306034","53308","774.16","-203.33","0","0"
"same_entry_stack","861","Flamewaker Centurion","2931","305924","53308","749.76","-343.7","0","0"
"same_entry_stack","861","Flamewaker Centurion","2988","305768","53308","762.06","-453.14","0.001","0"
"same_entry_stack","861","Flamewaker Centurion","2989","305842","53308","755.85","-449.93","0","0"
"same_entry_stack","861","Flamewaker Centurion","2996","305665","53308","701.71","-454.58","0","0"
"same_entry_stack","861","Flamewaker Centurion","3003","305959","53308","779.78","-499.3","0","0"
"same_entry_stack","861","Flamewaker Centurion","3005","305713","53308","796.16","-489.17","0","0"
"same_entry_stack","861","Flamewaker Centurion","3011","305849","53308","785.6","-503.15","0","0"
"same_entry_stack","861","Flamewaker Centurion","3027","305818","53308","830.64","-489.38","0","0"
"same_entry_stack","861","Flamewaker Centurion","3028","305969","53308","826.81","-493.72","0.001","0"
"same_entry_stack","861","Flamewaker Centurion","3029","305852","53308","833.39","-493.76","0","0"
"same_entry_stack","861","Flamewaker Centurion","3031","305819","53308","836.16","-496.59","0","0"
"same_entry_stack","861","Flamewaker Centurion","305735","306066","53308","827.64","-354.77","0.833","0"
"same_entry_stack","861","Flamewaker Centurion","305783","305970","53308","871.86","-470.86","0","0"
"same_entry_stack","861","Flamewaker Centurion","305864","306043","53308","834.21","-238.02","0","0"
"same_entry_stack","861","Flamewaker Incinerator","2634","305630","53469","698.9","-531.39","0","0"
"same_entry_stack","861","Flamewaker Incinerator","2639","305716","53469","767.2","-522.75","0","0"
"same_entry_stack","861","Flamewaker Incinerator","2649","305747","53469","688.25","-506.78","0","0"
"same_entry_stack","861","Flamewaker Incinerator","2671","305743","53469","661.47","-478.67","0","0"
"same_entry_stack","861","Flamewaker Incinerator","2675","305847","53469","759.42","-496.04","0","0"
"same_entry_stack","861","Flamewaker Incinerator","2702","305840","53469","735.26","-448.86","0","0"
"same_entry_stack","861","Flamewaker Incinerator","2727","2958","53469","681.04","-398.97","0","0"
"same_entry_stack","861","Flamewaker Incinerator","2744","305769","53469","815.37","-463.42","0","0"
"same_entry_stack","861","Flamewaker Incinerator","2760","305793","53469","720.16","-350.97","0","0"
"same_entry_stack","861","Flamewaker Incinerator","2767","305855","53469","848.32","-484.35","0","0"
"same_entry_stack","861","Flamewaker Incinerator","2807","305697","53469","892.44","-443.62","0","0"
"same_entry_stack","861","Flamewaker Incinerator","2809","305888","53469","881.57","-397.93","0","0"
"same_entry_stack","861","Flamewaker Incinerator","2824","305914","53469","775.48","-287.42","0","0"
