"Map","Name","DeleteGuid","KeepGuid","Entry","X","Y","Z","ClusterSize","DeleteInBaseline","KeepInBaseline"
"870","Brother Lintpocket","507965","8171095","59701","3053.8","1203.97","651.98","2","0","1"
"870","Brother Rabbitsfoot","509460","8169653","59452","2726.14","2159.25","590","2","0","1"
"870","Brother Trailscenter","508639","8169732","59703","2788.24","1606.6","655.38","2","0","1"
"870","Building 3 Credit","525570","8172545","63708","2747.53","5709.85","77.84","2","0","1"
"870","Building 4 Credit","525540","8172544","63709","2764.78","5680.03","75.3","2","0","1"
"870","Bulgeback Tortoise","515884","8162205","58431","-880.01","1915.02","162.45","2","0","1"
"870","Buried Head","8181496","8162119","65857","-1345.25","1658.4","12.08","2","1","1"
"870","Buried Head","8181563","8162123","65857","-1297.89","1784.54","14.34","2","1","1"
"870","Buried Head","8181570","8162142","65857","-1294.26","1847.99","13.82","2","1","1"
"870","Buried Quilen","8181522","8162149","63282","-1429.13","1693.35","12.47","2","1","1"
"870","Buried Quilen","8181561","8162139","63282","-1338.76","1815.52","12.95","2","1","1"
"870","Burn the Rope Bunny","512396","8161302","59229","-34.94","1444.3","320.04","2","0","1"
"870","Burn the Rope Bunny","516148","8161494","59229","243.7","1419.53","441.02","2","0","1"
"870","Burn the Rope Bunny","516161","8161470","59229","263.19","1421.36","444.77","2","0","1"
"870","Burn the Rope Bunny","516198","8161341","59229","39.85","1486.59","360.27","2","0","1"
"870","Burn the Rope Bunny","516236","8161304","59229","-6.34","1466.67","365.29","2","0","1"
"870","Cairo","515410","8159996","59630","-436.44","1424.49","175.59","2","0","1"
"870","Canopy Screecher","517707","8180798","59197","-958.49","477.81","32.11","2","0","1"
"870","Captain ""Soggy"" Su-Dao","528560","8175812","63317","-1170.48","3160.48","5.45","2","0","1"
"870","Captain Day","501053","20446","64861","-703.97","-1379.85","2.27","2","0","1"
"870","Captain Day","570796","20304","64861","-720.67","-1472.24","133.02","2","0","1"
"870","Captain Kerwin","570794","20306","64860","-716.36","-1457.17","133.02","2","0","1"
"870","Captain Matok","505278","8163980","64999","2753.39","-2637.3","12.18","2","0","1"
"870","Captive Pandaren Cub","505662","8166397","66366","-132.74","-1371.6","72.66","2","0","1"
"870","Captive Pandaren Cub","505667","8166395","66366","-109.07","-1353.08","72.66","2","0","1"
"870","Captive Pandaren Cub","505748","8166332","66366","-187.63","-1497.3","72.92","2","0","1"
"870","Captured Nectarbreeze Farmer","501394","8166121","54990","170.21","-1291.7","58.46","2","0","1"
"870","Captured Nectarbreeze Farmer","501400","8166132","54990","155.51","-1346.75","65.48","2","0","1"
"870","Captured Nectarbreeze Farmer","501407","8166118","54990","187.41","-1305.97","63.45","2","0","1"
"870","Captured Nectarbreeze Farmer","570819","8166153","54990","72.94","-1179.62","0.96","2","0","1"
"870","Captured Nectarbreeze Farmer","570820","8166154","54990","75.23","-1180.03","1.1","2","0","1"
"870","Captured Nectarbreeze Farmer","570821","8166145","54990","101.75","-1267.08","47.36","2","0","1"
"870","Caravan Cart","513933","8159324","65854","215.82","257.7","154.4","2","0","1"
"870","Caravan Cart","513938","8159292","65854","178.34","237.66","153.93","2","0","1"
"870","Caravan Cart","513940","8159294","65854","189.15","235.66","153.9","2","0","1"
"870","Caravan Cart","515420","8159894","65854","-209.42","1345.32","214.85","2","0","1"
"870","Caravan Cart","515422","8159892","65854","-207.94","1337.95","215.74","2","0","1"
"870","Caravan Cart","515427","8159889","65854","-179.51","1372.02","214.29","2","0","1"
"870","Caravan Cart","515428","8159883","65854","-179.4","1366.76","214.66","2","0","1"
"870","Caravan Cart","515444","8159879","65854","-180.91","1361.87","214.85","2","0","1"
"870","Carp Hunter","517544","8180746","58116","-834.38","71.07","21.94","2","0","1"
"870","Carp Hunter","517804","8180370","58116","-1073.36","-109.78","19.88","2","0","1"
"870","Carp Hunter","517809","8180303","58116","-816.25","-109.49","20.79","2","0","1"
"870","Carp Hunter","517814","8180350","58116","-923.62","-116.87","37.75","2","0","1"
"870","Carp Hunter","517840","8180330","58116","-830.2","-43.73","24.5","2","0","1"
"870","Carp Hunter","518537","8180221","58116","-826.8","-394.79","63.24","2","0","1"
"870","Carrion Vulture","522534","8175058","66368","1887.82","2368.21","380.38","2","0","1"
"870","Carrion Vulture","522536","8175056","66368","1886.86","2371.98","380.47","2","0","1"
"870","Carrion Vulture","522543","8175057","66368","1889.34","2370.49","380.96","2","0","1"
"870","Carrion Vulture","522698","8175258","66368","1509.46","2386.11","333.95","2","0","1"
"870","Carrion Vulture","522700","8175253","66368","1514.62","2386.55","333.99","2","0","1"
"870","Carrion Vulture","522701","8175254","66368","1511.76","2391.91","333.96","2","0","1"
"870","Carrion Vulture","522720","8175103","66368","1794.45","2328.27","383.52","2","0","1"
"870","Carrion Vulture","522729","8175001","66368","1833.61","2516.47","360.97","2","0","1"
"870","Carrion Vulture","522730","8175101","66368","1796.93","2326.79","383.52","2","0","1"
"870","Carrion Vulture","522739","8175104","66368","1795.41","2324.5","383.49","2","0","1"
"870","Carrion Vulture","522742","8175000","66368","1828.86","2516.34","359.98","2","0","1"
"870","Carrion Vulture","522743","8174999","66368","1830.23","2517.94","360.83","2","0","1"
"870","Carrion Vulture","522813","8175129","66368","1808.59","2225.99","390.79","2","0","1"
"870","Cart","534088","8155913","65737","893.55","222.89","503.2","2","0","1"
"870","Casper","515406","8160001","59627","-448.24","1440.82","170.69","2","0","1"
"870","Cattail Crab","516351","8159726","59511","378.12","1032.29","107.35","2","0","1"
"870","Cave Horror","514452","8160911","57257","-867.89","580.17","37.93","2","0","1"
"870","Cave Horror","514465","8160912","57257","-862.47","573.61","37.82","2","0","1"
"870","Cave Horror","514602","8160905","57257","-879.4","575.71","37.45","3","0","1"
"870","Cave Horror","514604","8160908","57257","-867.89","569.54","37.86","3","0","1"
"870","Cave Horror","514605","8160910","57257","-871.96","584.49","38","3","0","1"
"870","Cave Horror","8180822","8160905","57257","-879.4","575.71","37.45","3","1","1"
"870","Cave Horror","8180823","8160908","57257","-867.89","569.54","37.86","3","1","1"
"870","Cave Horror","8180826","8160910","57257","-871.96","584.49","38","3","1","1"
"870","Chain Bunny","521910","8174547","60736","2586.17","3234.16","428.61","2","0","1"
"870","Chain Bunny","521918","8174549","60736","2592.84","3227.89","428.67","2","0","1"
"870","Challenger Wuli","535313","1389","63994","1596.97","933.78","424.07","2","0","1"
"870","Champion of the Black Flame","510546","8184141","73171","-520.01","-5547.55","116.8","2","0","1"
"870","Chee Chee","515318","8159876","58709","-127.76","1328.59","215.86","2","0","1"
"870","Cheng Bo","525367","8173753","62554","2949.29","3592.33","404.13","2","0","1"
"870","Chezin Dawnchaser","518558","8180264","58160","-805.48","-277.08","55.16","2","0","1"
"870","Chi-Ji","518673","8181347","59653","-1813.47","1052.34","-30.96","2","0","1"
"870","Chief Bombgineer Snicklefritz","580405","8182800","67427","-1868.7","2323.06","9.63","2","0","1"
"870","Chief Kah Kah","503711","8165705","56336","1455.58","-502.25","346.28","2","0","1"
"870","Child of Chi-Ji","519464","8182591","60616","-2329.95","1545.99","16.1","2","0","1"
"870","Child of Chi-Ji","519467","8182598","60616","-2295.2","1553.52","13.97","2","0","1"
"870","Child of Chi-Ji","519468","8182610","60616","-2292.32","1601.05","1.33","2","0","1"
"870","Child of Chi-Ji","519469","8182627","60616","-2280.28","1618.54","1.58","2","0","1"
"870","Child of Chi-Ji","519488","8182573","60616","-2555.19","1450.64","13.52","2","0","1"
"870","Child of Chi-Ji","519511","8182534","60616","-2396.25","1368.25","25.47","2","0","1"
"870","Child of Chi-Ji","519533","8182565","60616","-2420","1503.48","13.09","2","0","1"
"870","Child of Chi-Ji","519553","8182476","60616","-2588.42","1257.36","17.95","2","0","1"
"870","Chillwater Turtle","526431","8178777","62160","-362.01","3078.83","191.52","2","0","1"
"870","Chillwater Turtle","526493","8176113","62160","-489.38","2476.41","169.06","2","0","1"
"870","Chillwater Turtle","526543","8176080","62160","-448.08","2630.33","161.18","2","0","1"
"870","Chillwater Turtle","526557","8176081","62160","-450.54","2620.14","160.42","2","0","1"
"870","Chillwater Turtle","526643","8178816","62160","-396.31","2995.07","175.39","2","0","1"
"870","Chillwater Turtle","526652","8178891","62160","-609.04","3011.86","181.85","2","0","1"
"870","Chillwater Turtle","526653","8178837","62160","-480.54","3062.55","193.23","2","0","1"
"870","Chillwater Turtle","526655","8178823","62160","-452.42","3048.08","193.48","2","0","1"
"870","Chillwater Turtle","526657","8178836","62160","-477.34","3045.57","192.97","2","0","1"
"870","Chillwater Turtle","526663","8178824","62160","-446.13","3065.8","193.44","2","0","1"
"870","Chillwater Turtle","526694","8178877","62160","-472.39","2986.62","179.88","2","0","1"
"870","Chillwater Turtle","526696","8178876","62160","-466.79","2986.72","179.97","2","0","1"
"870","Chillwater Turtle","526713","8178817","62160","-390","2980.31","171.52","2","0","1"
"870","Chillwater Turtle","526764","8178892","62160","-564.44","2968.58","166","2","0","1"
"870","Chillwater Turtle","526766","8178902","62160","-584.46","2933.2","164.38","2","0","1"
"870","Chin","502732","8165191","56707","1536.02","-1779.72","246.28","2","0","1"
"870","Chomp Chomp","508038","8171217","59419","2978.69","1960.43","643.11","2","0","1"
"870","Christofen Moonfeather","518175","8181595","59079","-1149.36","1766.18","17.07","2","0","1"
"870","Chu","518742","8180445","63884","-1489.37","-250.81","5.85","2","0","1"
"870","Clamstok","531365","8179621","66935","-1057.56","4691.38","1.78","2","0","1"
"870","Claretta","512764","8157789","61215","528.32","-652","257.08","2","0","1"
"870","Clean Pelt","507801","8170476","65121","3079.19","793.04","527.57","2","0","1"
"870","Cloud Serpent","1037","8155707","64535","1584.75","944","424.07","3","1","1"
"870","Cloud Serpent","535224","8155707","64535","1584.75","944","424.07","3","0","1"
"870","Cloudrunner Hatchling","524822","8172024","62567","4209.4","5652.41","104.06","2","0","1"
"870","Cloudrunner Hatchling","524823","8172044","62567","4111.58","5687.84","121.1","2","0","1"
"870","Cloudrunner Hatchling","524826","8172041","62567","4112.22","5687.46","120.95","2","0","1"
"870","Cloudrunner Hatchling","524827","8172016","62567","4208.38","5651.33","104.15","2","0","1"
"870","Cloudrunner Hatchling","524829","8172022","62567","4226.57","5660.31","103.05","2","0","1"
"870","Cloudrunner Hatchling","524830","8172020","62567","4227.46","5660.17","103.14","2","0","1"
"870","Cloudrunner Hatchling","524844","8172043","62567","4111.28","5688.75","121","2","0","1"
"870","Cloudrunner Hatchling","524845","8172042","62567","4112.57","5688.37","120.91","2","0","1"
"870","Cloudrunner Hatchling","524856","8172021","62567","4226.3","5659.46","103.11","2","0","1"
"870","Cloudrunner Hatchling","524859","8172001","62567","4209.17","5593.93","109.48","2","0","1"
"870","Cloudrunner Hatchling","524860","8172000","62567","4208.39","5594.82","109.55","2","0","1"
"870","Cloudrunner Hatchling","524861","8172002","62567","4208.41","5594.09","109.6","2","0","1"
"870","Cloudrunner Hatchling","524881","8172014","62567","4142.11","5645.92","106.15","2","0","1"
"870","Cloudrunner Hatchling","524882","8172013","62567","4251.24","5659.82","103.45","2","0","1"
"870","Cloudrunner Hatchling","524884","8172019","62567","4141.91","5646.95","106.11","2","0","1"
"870","Cloudrunner Hatchling","524885","8172023","62567","4252.11","5659.79","103.49","2","0","1"
"870","Cloudrunner Hatchling","524886","8172015","62567","4251.58","5660.54","103.44","2","0","1"
"870","Cloudrunner Hatchling","525041","8171984","62567","4187.49","5485.51","142.75","2","0","1"
"870","Cloudrunner Hatchling","525042","8171988","62567","4188.01","5484.91","142.73","2","0","1"
"870","Cloudrunner Hatchling","525043","8171987","62567","4187.36","5484.88","142.77","2","0","1"
"870","Cloudrunner Hatchling","525059","8171986","62567","4162.67","5488.38","142.94","2","0","1"
"870","Cloudrunner Hatchling","525064","8171985","62567","4161.67","5487.81","143.08","2","0","1"
"870","Cloudrunner Hatchling","525065","8171989","62567","4162.37","5489.22","142.97","2","0","1"
"870","Cloudrunner Hatchling","525085","8171967","62567","4230.55","5356.02","150.69","2","0","1"
"870","Cloudrunner Hatchling","525092","8171976","62567","4243.4","5394.58","150.38","2","0","1"
"870","Cloudrunner Hatchling","525096","8171975","62567","4243.92","5393.79","150.57","2","0","1"
"870","Cloudrunner Hatchling","525097","8171961","62567","4147.84","5346.21","153.86","2","0","1"
"870","Cloudrunner Hatchling","525098","8171968","62567","4148.98","5345.48","153.77","2","0","1"
"870","Cloudrunner Hatchling","525099","8171977","62567","4243.48","5392.78","150.58","2","0","1"
"870","Cloudrunner Hatchling","525100","8171966","62567","4232","5356.33","150.53","2","0","1"
"870","Cloudrunner Hatchling","525147","8171829","62567","3695.67","5224.13","9.34","2","0","1"
"870","Cloudrunner Hatchling","525148","8171830","62567","3694.56","5223.74","9.5","2","0","1"
"870","Cloudrunner Hatchling","525149","8171832","62567","3695.74","5222.83","9.26","2","0","1"
"870","Cloudrunner Hatchling","525159","8171842","62567","3656.91","5213.69","11.52","2","0","1"
"870","Cloudrunner Hatchling","525160","8171840","62567","3657.57","5214.56","11.67","2","0","1"
"870","Cloudrunner Hatchling","525161","8171841","62567","3656.41","5214.8","11.71","2","0","1"
"870","Cloudrunner Hatchling","525162","8171833","62567","3694.77","5222.7","9.37","2","0","1"
"870","Cloudrunner Hatchling","525338","8171817","62567","3696.79","5266.63","10.88","2","0","1"
"870","Cloudrunner Hatchling","525343","8171819","62567","3695.55","5266.5","10.73","2","0","1"
"870","Cloudrunner Hatchling","525344","8171818","62567","3695.38","5267.55","10.79","2","0","1"
"870","Cloudrunner Leng","534175","8155896","60166","911.6","349.37","510.97","2","0","1"
"870","Clover Keeper","509469","8169632","60420","2708","2169.3","588.83","2","0","1"
"870","Clovercatcher","507811","8170473","59576","3114.49","794.49","529.25","2","0","1"
"870","Coin Bunny","505512","8163685","61125","3316.52","-1296.78","202.84","2","0","1"
"870","Coldbite Crocolisk","526499","8176009","62023","-760.52","2551.08","130.64","2","0","1"
"870","Commander Hsieh","507370","8169060","59076","1848.07","411.95","485.9","2","0","1"
"870","Commander Lo Ping","524352","8173058","64607","2084.06","4899.76","198.62","2","0","1"
"870","Commander Oxheart","524597","8173059","64606","2084.74","4902.92","198.62","2","0","1"
"870","Cook Tope","532209","8156402","58818","759.45","1623.87","370.45","2","0","1"
"870","Cook Tsu","505814","8162912","66225","2921.06","-448.14","271.85","2","0","1"
"870","Cookie McYaungol","8169299","8169298","59645","1929.24","1080.84","494.08","2","1","1"
"870","Corporal Rasmussen","570772","20328","64866","-663.4","-1482.78","130.2","2","0","1"
"870","Cousin Tealeaf","509465","8169623","60425","2740","2197.23","593.21","2","0","1"
"870","Craftsman Yang","504538","8168312","62661","693.08","-2492.09","77.12","2","0","1"
"870","Crag Stalker","8183972","8183971","72807","-626.49","-5295.55","7.2","2","1","1"
"870","Crane Hunter","503260","8165280","55565","2058.23","-2267.37","248.89","2","0","1"
"870","Crane Style Monk","507830","8183450","61068","3828.15","1955.67","931.9","2","0","1"
"870","Crane Style Monk","507831","8183451","61068","3829.6","1957.27","931.9","2","0","1"
"870","Crane Style Monk","8183460","8171540","61068","3813.49","2018.81","935.61","2","1","1"
"870","Crane Wing Acolyte","518637","8181286","59233","-1708.33","1086.48","29.6","2","0","1"
"870","Crane Wing Disciple","518697","8181087","58546","-1170.48","1034.48","21.96","2","0","1"
"870","Crane Wing Disciple","518707","8181101","58546","-1195.49","1044.99","21.97","2","0","1"
"870","Crane Wing Disciple","518709","8181102","58546","-1193.43","1046.63","21.97","2","0","1"
"870","Crane Wing Disciple","518717","8181103","58546","-1191.25","1042.72","21.97","2","0","1"
"870","Crane Wing Initiate","517406","8181089","58611","-1075.66","938.23","25.56","2","0","1"
"870","Crane Wing Initiate","517998","8181234","58611","-1348.22","1098.09","27.3","2","0","1"
"870","Crane Wing Initiate","518694","8181088","58611","-1163.47","1030","21.92","2","0","1"
"870","Crane Wing Initiate","518704","8181097","58611","-1170.07","1044.49","21.97","2","0","1"
"870","Crane Wing Initiate","518715","8181104","58611","-1177.95","1057.87","21.97","2","0","1"
"870","Crane Wing Monk","518636","8181288","59232","-1712.52","1082.36","29.6","2","0","1"
"870","Cranfur the Noodler","519182","8182217","62872","-2521.92","533.15","11.63","2","0","1"
"870","Crate","534137","8155875","65568","923.62","281.69","506.17","2","0","1"
"870","Cream","509797","8169557","60954","2213.39","2333.67","515.36","2","0","1"
"870","Crimson Pandaren Phoenix","534196","8155800","65851","1364","395.21","550.78","2","0","1"
"870","Crusher","527478","8177653","66724","74.62","3187.12","215.36","2","0","1"
"870","Cursed Hozen Swabby","511714","8184497","71920","-1261.19","-5001.08","-64.59","2","0","1"
"870","Cursed Hozen Swabby","511716","8184492","71920","-1260.29","-5004.29","-52.26","2","0","1"
"870","Cursed Hozen Swabby","511718","8184489","71920","-1261.96","-5009.9","-70.12","2","0","1"
"870","Danky","535213","1034","66685","1582.14","918.52","473.78","2","0","1"
"870","Dao Ironplow","534121","8155908","64139","882.1","239.64","503.2","2","0","1"
"870","Darkhatched Skulker","506492","8168971","63017","1368.38","-24.97","480.67","2","0","1"
"870","Darkhatched Skulker","506493","8168988","63017","1470.35","5.31","478.94","2","0","1"
"870","Darkhatched Skulker","506494","8168986","63017","1457.03","-18.12","479.09","2","0","1"
"870","Darkhatched Skulker","506495","8168982","63017","1422.48","14.69","476.41","2","0","1"
"870","Darkhatched Skulker","506497","8168968","63017","1397.62","-11.12","479.03","2","0","1"
"870","Darkhatched Skulker","506499","8168994","63017","1474.9","96.12","477.74","2","0","1"
"870","Darkhatched Skulker","506502","8168990","63017","1452.06","68.16","477.59","2","0","1"
"870","Darkhatched Skulker","506506","8168969","63017","1397.74","-66.25","478.34","2","0","1"
"870","Darkhatched Skulker","506513","8168967","63017","1394.86","-12.78","478.19","2","0","1"
"870","Darkhatched Skulker","506514","8168972","63017","1371.15","-23.31","480.37","2","0","1"
"870","Darkhatched Soulbleeder","506503","8168993","62928","1552.54","34.23","480.61","2","0","1"
"870","Darkhatched Soulbleeder","506504","8168992","62928","1534.1","19.37","482.74","2","0","1"
"870","Darkhatched Soulbleeder","506515","8168966","62928","1398.08","-13.83","479.45","2","0","1"
"870","Darkhatched Soulbleeder","506518","8168970","62928","1371.6","-26.02","480.37","2","0","1"
"870","Darkhide","515959","8162042","58435","-880.17","1650.84","161.23","2","0","1"
"870","Darkwoods Charmer","525260","8172194","62457","3839.12","5865.81","111.43","2","0","1"
"870","Darkwoods Charmer","525270","8172180","62457","3861.27","5907.92","109.08","2","0","1"
"870","Darkwoods Faerie","524820","8172162","62522","4027.17","5957.67","86.89","2","0","1"
"870","Darkwoods Pixie","524892","8172167","62268","3894.2","5844.13","117.57","2","0","1"
"870","Darkwoods Pixie","524894","8172170","62268","3928.26","5961.78","112.68","2","0","1"
"870","Darkwoods Pixie","524896","8172155","62268","3955.43","5939.34","117.46","2","0","1"
"870","Darkwoods Pixie","524897","8172151","62268","3962.47","5902.88","118.65","2","0","1"
"870","Darkwoods Pixie","524899","8172152","62268","3960.07","5937.64","117.55","2","0","1"
"870","Darkwoods Pixie","524900","8172150","62268","3967.81","5903.21","118.91","2","0","1"
"870","Darkwoods Pixie","524901","8172171","62268","3930.09","5957.24","113.66","2","0","1"
"870","Darkwoods Pixie","524902","8172154","62268","3945.99","5931.5","117.04","2","0","1"
"870","Darkwoods Pixie","524903","8172153","62268","3943.67","5925.79","117.66","2","0","1"
"870","Darkwoods Pixie","524907","8172201","62268","3868.25","5815.83","116.01","2","0","1"
"870","Darkwoods Pixie","524908","8172166","62268","3897.57","5847.42","117.68","2","0","1"
"870","Darkwoods Pixie","524926","8172109","62268","4007.96","5871.56","126.78","2","0","1"
"870","Darkwoods Pixie","524943","8172145","62268","4056.01","5906.7","131.4","2","0","1"
"870","Darkwoods Pixie","524949","8172107","62268","4009.57","5869.56","127.1","2","0","1"
"870","Darkwoods Pixie","524958","8172144","62268","4050.09","5911.66","131.45","2","0","1"
"870","Darkwoods Pixie","524959","8172143","62268","4051.54","5908.09","130.9","2","0","1"
"870","Darkwoods Pixie","525261","8172199","62268","3836.72","5857.18","111.99","2","0","1"
"870","Darkwoods Pixie","525262","8172190","62268","3844.71","5924.94","105.75","2","0","1"
"870","Darkwoods Pixie","525263","8172193","62268","3841.21","5861.73","112.23","2","0","1"
"870","Darkwoods Pixie","525264","8172197","62268","3839.61","5857.08","112.44","2","0","1"
"870","Darkwoods Pixie","525265","8172186","62268","3854.75","5905.87","108.26","2","0","1"
"870","Darkwoods Pixie","525266","8172182","62268","3856.61","5903.36","108.13","2","0","1"
"870","Darkwoods Pixie","525267","8172181","62268","3860.12","5901.75","108.53","2","0","1"
"870","Darkwoods Pixie","525271","8172187","62268","3856.81","5929.97","105.76","2","0","1"
"870","Darkwoods Pixie","525272","8172179","62268","3863.55","5901.83","109.29","2","0","1"
"870","Darkwoods Pixie","525273","8172198","62268","3835.42","5860.15","111.53","2","0","1"
"870","Darkwoods Pixie","525274","8172192","62268","3840.57","5921.49","106.42","2","0","1"
"870","David Guerrero","534084","8155926","64113","840.92","233.74","521.98","2","0","1"
"870","Dawn Watcher","502704","8165200","56768","1608.26","-1758.74","274.08","2","0","1"
"870","Dawn Watcher","502705","8165198","56768","1610.84","-1759.92","274.08","2","0","1"
"870","Dawn Watcher","502706","8165193","56768","1537.12","-1783.54","246.21","2","0","1"
"870","Dawn Watcher","502707","8165189","56768","1529.33","-1785.51","246.33","2","0","1"
"870","Dawn Watcher","502708","8165166","56768","1515.85","-1841.61","246.28","2","0","1"
"870","Dawn Watcher","502709","8165182","56768","1546.83","-1786.95","247.06","2","0","1"
"870","Dawn Watcher","502716","8165164","56768","1515.68","-1837.7","246.3","2","0","1"
"870","Dawn Watcher","502737","8165157","56768","1572.48","-1904.16","266.64","2","0","1"
"870","Dawn Watcher","502746","8165153","56768","1573.06","-1910","267.64","2","0","1"
"870","Dawn Watcher","502757","8165150","56768","1538.45","-1932.08","257.29","2","0","1"
"870","Dawn Watcher","502772","8165139","56768","1555.29","-1991.25","243.7","2","0","1"
"870","Dawnchaser Brave","517876","8181949","58255","-1683.59","1613.62","15.37","2","0","1"
"870","Dawnchaser Brave","517885","8181936","58255","-1673.63","1595.99","15.93","2","0","1"
"870","Dawnchaser Brave","517893","8181961","58255","-1695.87","1574.92","15.47","2","0","1"
"870","Dawnchaser Brave","517907","8181935","58255","-1718.84","1592.49","15.37","2","0","1"
"870","Dawnchaser Hunter","517879","8181942","58256","-1657.62","1608.75","14.93","2","0","1"
"870","Dawnchaser Hunter","517881","8181981","58256","-1713.49","1606.27","15.42","2","0","1"
"870","Dawnchaser Hunter","517884","8181980","58256","-1713.48","1601.36","15.37","2","0","1"
"870","Dawnchaser Hunter","517887","8181979","58256","-1710.1","1603.15","15.37","2","0","1"
"870","Dawnchaser Hunter","517892","8181974","58256","-1710.74","1583.67","15.37","2","0","1"
"870","Dawnchaser Hunter","517906","8181940","58256","-1711.83","1636.25","15.5","2","0","1"
"870","Dawnchaser Hunter","517910","8181941","58256","-1722.96","1636.21","15.42","2","0","1"
"870","Dead Firebough Nook Villager","509035","8169545","60288","2023.23","2276.81","452.11","2","0","1"
"870","Dead Firebough Nook Villager","509036","8169546","60288","2003.94","2278.1","454.05","2","0","1"
"870","Dead Firebough Nook Villager","509062","8169459","60288","1979.98","2008.17","456.6","2","0","1"
"870","Dead Firebough Nook Villager","509063","8169466","60288","1979.79","2015.96","456.43","2","0","1"
"870","Dead Firebough Nook Villager","509066","8169456","60288","1987.41","1987.19","455.95","2","0","1"
"870","Dead Firebough Nook Villager","509067","8169458","60288","2001.36","1961.8","456.49","2","0","1"
"870","Dead Firebough Nook Villager","509068","8169457","60288","1999.05","1964.69","456.46","2","0","1"
"870","Dead Firebough Nook Villager","509074","8169449","60288","1975.82","1987.6","456.84","2","0","1"
"870","Dead Firebough Nook Villager","509076","8169437","60288","1914.86","1951.09","451.41","2","0","1"
"870","Dead Firebough Nook Villager","509086","8169446","60288","1946.51","1992.39","450.99","2","0","1"
"870","Dead Firebough Nook Villager","509087","8169438","60288","1972.23","1948.16","453.43","2","0","1"
"870","Dead Firebough Nook Villager","509091","8169461","60288","2020.84","1997.39","452.83","2","0","1"
"870","Dead Firebough Nook Villager","509092","8169484","60288","1943.36","2124.81","452.57","2","0","1"
"870","Dead Firebough Nook Villager","509093","8169535","60288","2035.91","2240.5","452.21","2","0","1"
"870","Dead Firebough Nook Villager","509095","8169547","60288","2056.18","2274.92","451.34","2","0","1"
"870","Dead Firebough Nook Villager","509098","8169508","60288","1978.84","2150.57","452.95","2","0","1"
"870","Dead Firebough Nook Villager","509099","8169506","60288","1956.03","2171.29","452.58","2","0","1"
"870","Dead Firebough Nook Villager","509100","8169505","60288","1953.01","2141.88","451.02","2","0","1"
"870","Dead Firebough Nook Villager","509101","8169504","60288","1924.33","2162.81","450.97","2","0","1"
"870","Dead Firebough Nook Villager","509114","8169518","60288","1928.61","2188.73","450.98","2","0","1"
"870","Dead Firebough Nook Villager","509115","8169503","60288","1948.94","2155.6","451.23","2","0","1"
"870","Dead Firebough Nook Villager","509118","8169534","60288","2033.66","2223.39","453.33","2","0","1"
"870","Dead Firebough Nook Villager","509119","8169536","60288","2031.66","2208.45","452.25","2","0","1"
"870","Dead Firebough Nook Villager","509120","8169528","60288","1984.36","2249.21","453.07","2","0","1"
"870","Dead Firebough Nook Villager","509121","8169531","60288","1982.35","2263.3","455.23","2","0","1"
"870","Dead Firebough Nook Villager","509122","8169539","60288","1978.99","2265.06","455.25","2","0","1"
"870","Dead Firebough Nook Villager","509123","8169516","60288","1997.56","2207.83","452.92","2","0","1"
"870","Dead Firebough Nook Villager","509124","8169530","60288","1996.61","2259.55","454.56","2","0","1"
"870","Dead Firebough Nook Villager","509125","8169529","60288","1973.93","2259.38","455.23","2","0","1"
"870","Dead Firebough Nook Villager","509126","8169543","60288","1991.86","2286.87","454.55","2","0","1"
"870","Dead Firebough Nook Villager","509137","8169517","60288","1950.2","2211.91","452.19","2","0","1"
"870","Dead Firebough Nook Villager","509138","8169542","60288","2036.59","2257.66","451.71","2","0","1"
"870","Dead Firebough Nook Villager","509139","8169481","60288","1962.14","2105.76","451.07","2","0","1"
"870","Dead Firebough Nook Villager","509142","8169490","60288","2002.17","2111.52","452.25","2","0","1"
"870","Dead Firebough Nook Villager","509144","8169483","60288","1988.26","2085.64","451.5","2","0","1"
"870","Dead Firebough Nook Villager","509145","8169502","60288","1927.33","2140.56","451.7","2","0","1"
"870","Dead Firebough Nook Villager","509146","8169507","60288","1930.01","2145.71","451.69","2","0","1"
"870","Dead Firebough Nook Villager","509147","8169501","60288","1924.46","2136.75","451.69","2","0","1"
"870","Dead Firebough Nook Villager","509148","8169470","60288","1991.69","2055.12","451.9","2","0","1"
"870","Dead Firebough Nook Villager","509151","8169496","60288","1997.23","2122.49","452.85","2","0","1"
"870","Dead Firebough Nook Villager","509152","8169498","60288","1983.31","2124.74","454.74","2","0","1"
"870","Dead Firebough Nook Villager","509154","8169469","60288","1973.1","2064.96","451.13","2","0","1"
"870","Dead Firebough Nook Villager","509162","8169491","60288","2033.77","2050.24","452.77","2","0","1"
"870","Dead Firebough Nook Villager","509165","8169468","60288","1988.23","2044.82","453.92","2","0","1"
"870","Dead Highlands Mushan","507505","8170109","59685","2147.37","596.17","477.27","2","0","1"
"870","Dead Highlands Mushan","508508","8169271","59685","1847.29","967.27","508.62","2","0","1"
"870","Dead Highlands Mushan","511047","8169238","59685","1902.49","724.62","494.33","2","0","1"
"870","Dead Highlands Mushan","511081","8170389","59685","2635.15","899.61","544.33","2","0","1"
"870","Dead Highlands Mushan","511145","8169940","59685","2034.13","1435.89","474.25","2","0","1"
"870","Dead Highlands Mushan","511395","8170072","59685","2223.47","772.64","491.61","2","0","1"
